id,name,from_anime,gender,price,image_url
646,Flandre Scarlet,Touhou,f,3607,http://cdn.myanimelist.net/images/characters/14/217525.jpg
647,Forte (Shingeki no Bahamut),Shingeki no Bahamut,f,3534,
648,Francesca Lucchini,Strike Witches,f,3212,http://cdn.myanimelist.net/images/characters/13/51304.jpg
649,Francie Gerard,Strike Witches,f,1345,
650,Frederika (Hitsugi no Chaika),Hitsugi no Chaika,f,4329,http://cdn.myanimelist.net/images/characters/7/249877.jpg
651,Frolaytia Capistrano,Heavy Object,f,1104,http://cdn.myanimelist.net/images/characters/13/294413.jpg
652,Fubuki (Kantai Collection),Kantai Collection,f,2366,http://cdn.myanimelist.net/images/characters/12/276470.jpg
653,Fubuki (one-punch man),One Punch Man,f,506,http://cdn.myanimelist.net/images/characters/5/294843.jpg
654,Fuji-san,Namiuchigiwa no Muromi-san,f,1434,
655,Fujibayashi Kyou,Clannad,f,2173,http://cdn.myanimelist.net/images/characters/16/70221.jpg
656,Fujibayashi Ryou,Clannad,f,1703,http://cdn.myanimelist.net/images/characters/9/256501.jpg
657,Fujimiya Kaori,Isshuukan Friends.,f,2217,http://cdn.myanimelist.net/images/characters/4/251803.jpg
658,Fujimoto Rina,Idolmaster Cinderella Girls,f,4152,
659,Fujimura Taiga,Fate (Series),f,595,
660,Fujinomiya Neko,Masamune-kun no Revenge,f,4630,https://myanimelist.cdn-dena.com/images/characters/2/320482.jpg
661,Fujiwara no Mokou,Touhou,f,1088,
662,Fukawa Touko,Danganronpa The Animation,f,624,http://cdn.myanimelist.net/images/characters/15/220285.jpg
663,Fukumune Iria,Dakara Boku Wa H Ga Dekinai.,f,3603,
664,Fumizuki (Kantai Collection),Kantai Collection,f,4846,
665,Funami Yui,Yuru Yuri,f,1170,http://cdn.myanimelist.net/images/characters/7/129119.jpg
667,Furukawa Sanae,Clannad,f,1897,http://cdn.myanimelist.net/images/characters/2/54058.jpg
668,Furutaka (Kantai Collection),Kantai Collection,f,3422,
669,Furutani Himawari,Yuru Yuri,f,1000,http://cdn.myanimelist.net/images/characters/8/134007.jpg
670,Furuya Mero,Sankarea,f,1232,
671,Fuse Midori,Black Bullet,f,2754,http://cdn.myanimelist.net/images/characters/15/248953.jpg
672,Fusou (Kantai Collection),Kantai Collection,f,1675,
673,Futaba Anzu,Idolmaster,f,2402,
674,Nyarlathotep (Nyaruko-san),Haiyoru! Nyaruani,f,3289,https://myanimelist.cdn-dena.com/images/characters/2/217623.jpg
675,Cthugha (Nyaruko-san),Haiyoru! Nyaruani,f,4871,https://myanimelist.cdn-dena.com/images/characters/10/165533.jpg
676,Matsushima Michiru,Grisaia no Kajitsu,f,4959,https://myanimelist.cdn-dena.com/images/characters/5/277996.jpg
677,Suou Amane,Grisaia no Kajitsu,f,1027,https://myanimelist.cdn-dena.com/images/characters/14/277995.jpg
678,Sakaki Yumiko,Grisaia no Kajitsu,f,3604,https://myanimelist.cdn-dena.com/images/characters/16/199467.jpg
679,Komine Sachi,Grisaia no Kajitsu,f,4618,https://myanimelist.cdn-dena.com/images/characters/13/199473.jpg
680,Irisu Makina,Grisaia no Kajitsu,f,1729,https://myanimelist.cdn-dena.com/images/characters/7/277994.jpg
681,Kazami Kazuki,Grisaia no Kajitsu,f,1600,https://myanimelist.cdn-dena.com/images/characters/6/318429.jpg
682,Kusakabe Asako,Grisaia no Kajitsu,f,986,https://myanimelist.cdn-dena.com/images/characters/10/318069.jpg
683,Sakura Futaba,Persona 5,f,2009,https://myanimelist.cdn-dena.com/images/characters/2/309253.jpg
684,Niijima Makoto,Persona 5,f,4891,https://myanimelist.cdn-dena.com/images/characters/11/309846.jpg
685,Futami Ami,Idolmaster,f,4745,http://cdn.myanimelist.net/images/characters/8/134637.jpg
686,Futami Mami,Idolmaster,f,3117,http://cdn.myanimelist.net/images/characters/14/139937.jpg
687,Fuura Kafuka,Sayonara Zetsubou Sensei,f,1799,http://cdn.myanimelist.net/images/characters/11/30372.jpg
688,Fuwa Aika,Zetsuen no Tempest,f,1755,http://cdn.myanimelist.net/images/characters/14/223529.jpg
689,Fuwa Hyouka,Shimoseka,f,4468,http://cdn.myanimelist.net/images/characters/13/286144.jpg
690,Fuyou Kaede,Shuffle!,f,2571,
691,Fuyuumi Ai,Oreshura,f,1979,http://cdn.myanimelist.net/images/characters/10/191830.jpg
692,GUMI,Vocaloid,f,2415,
693,Gabriel White Tenma,Gabriel DropOut,f,3563,https://myanimelist.cdn-dena.com/images/characters/5/324085.jpg
694,Ganaha Hibiki,Idolmaster,f,4152,http://cdn.myanimelist.net/images/characters/10/116463.jpg
695,Garnet Mclane,Dragonaut,f,2323,http://cdn.myanimelist.net/images/characters/16/123051.jpg
696,Gasai Yuno,Mirai Nikki,f,4699,http://cdn.myanimelist.net/images/characters/2/280586.jpg
697,Georgette Lemare,Strike Witches,f,1822,
698,Geraldine Bernstein,Gj-Bu,f,1887,
699,Gertrud Barkhorn,Strike Witches,f,1527,
700,Goidou Yui,Kami nomi zo Shiru Sekai,f,2253,http://cdn.myanimelist.net/images/characters/2/241825.jpg
701,Gokou Hinata,Oreimo,f,3273,
702,Gokou Ruri,OreImo,f,4743,http://cdn.myanimelist.net/images/characters/9/101412.jpg
703,Gokou Tamaki,OreImo,f,4214,
704,Gonou Hitomi,Rail Wars!,f,1767,
705,Goshiki Agiri,Kill Me Baby,f,2480,http://cdn.myanimelist.net/images/characters/13/173323.jpg
706,Goshouin Kyou,Netoge no Yome wa Onnanoko ja Nai to Omotta?,f,4919,https://myanimelist.cdn-dena.com/images/characters/11/302656.jpg
707,Gotou Matabei,Hyakka Ryouran: Samurai Girls,f,1416,http://cdn.myanimelist.net/images/characters/3/104282.jpg
708,Gotou Moyoko,Girls und Panzer,f,3547,
709,Graf Zeppelin (Kantai Collection),Kantai Collection,f,1269,
710,Grayfia Lucifuge,High School DxD,f,3502,http://cdn.myanimelist.net/images/characters/13/242043.jpg
711,Gundula Rall,Strike Witches,f,1265,
712,Hachikuji Mayoi,Monogatari (Series),f,4047,http://cdn.myanimelist.net/images/characters/4/81185.jpg
713,Hachisuka Goemon,Oda Nobuna no Yabou,f,2790,http://cdn.myanimelist.net/images/characters/15/180199.jpg
714,Hagikaze (Kantai Collection),Kantai Collection,f,4698,
715,Hagiwara Yukiho,Idolmaster,f,4601,http://cdn.myanimelist.net/images/characters/3/139929.jpg
716,Haguro (Aoki Hagane no Arpeggio),Aoki Hagane no Arpeggio,f,3414,
717,Haguro (Kantai Collection),Kantai Collection,f,2330,http://cdn.myanimelist.net/images/characters/11/277714.jpg
718,Hajime (Hamatora),Hamatora The Animation,f,4135,http://cdn.myanimelist.net/images/characters/16/241763.jpg
719,Hakurei Reimu,Touhou,f,3001,http://cdn.myanimelist.net/images/characters/11/39832.jpg
720,Hallessena,Granblue Fantasy,f,4481,
721,Hamakaze (Kantai Collection),Kantai Collection,f,3243,
722,Han Juri,Street Fighter,f,557,
723,Hanako (pokemon),Pokemon,f,1230,http://cdn.myanimelist.net/images/characters/4/100557.jpg
724,Handa Emi,Barakamon,f,4877,
725,Hanekawa Tsubasa,Monogatari (Series),f,3966,http://cdn.myanimelist.net/images/characters/7/105363.jpg
726,Hanna Philine,Strike Witches,f,4915,
727,Hanna Rudel,Strike Witches,f,3121,
728,Hanna Wind,Strike Witches,f,1985,
729,Hanna-Justina Marseille,Strike Witches,f,763,
730,Haqua d'rot Herminium,Kami nomi zo Shiru Sekai,f,2980,http://cdn.myanimelist.net/images/characters/15/116928.jpg
731,Haramura Nodoka,Saki,f,1845,http://cdn.myanimelist.net/images/characters/12/75583.jpg
732,Harime Nui,Kill la Kill,f,1900,http://cdn.myanimelist.net/images/characters/7/229073.jpg
733,Haruka (Senran Kagura),Senran Kagura,f,1484,http://cdn.myanimelist.net/images/characters/7/194241.jpg
734,Haruka (pokemon),Pokemon,f,4007,http://cdn.myanimelist.net/images/characters/16/268611.jpg
735,Harukaze (Kantai Collection),Kantai Collection,f,659,
736,Haruna (Aoki Hagane no Arpeggio),Aoki Hagane no Arpeggio,f,2988,
737,Haruna (Kantai Collection),Kantai Collection,f,3143,http://cdn.myanimelist.net/images/characters/6/276027.jpg
738,Haruna (Kore wa Zombie Desu ka?),Kore wa Zombie Desu ka?,f,1212,http://cdn.myanimelist.net/images/characters/12/111084.jpg
739,Haruno Sakura,Naruto,f,4391,http://cdn.myanimelist.net/images/characters/15/103640.jpg
740,Harusaki Chiwa,Oreshura,f,3329,http://cdn.myanimelist.net/images/characters/9/191834.jpg
741,Harusame (Kantai Collection),Kantai Collection,f,1841,
742,Hasegawa Kobato,Boku wa Tomodachi ga Sukunai,f,2742,http://cdn.myanimelist.net/images/characters/8/126895.jpg
743,Hasegawa Yume,Pupa,f,4462,
744,Hashiri Nio,Akuma no Riddle,f,1272,http://cdn.myanimelist.net/images/characters/16/264033.jpg
745,Hata no Kokoro,Touhou,f,1060,
746,Hatsuharu (Kantai Collection),Kantai Collection,f,4906,
747,Hatsukaze (Kantai Collection),Kantai Collection,f,3056,
748,Hatsune Miku,Vocaloid,f,1525,http://cdn.myanimelist.net/images/characters/5/194027.jpg
749,Hatsuse Izuna,No Game No Life,f,3656,http://cdn.myanimelist.net/images/characters/11/252987.jpg
753,Hattori Hanzou,Hyakka Ryouran: Samurai Girls,f,2618,http://cdn.myanimelist.net/images/characters/14/105005.jpg
754,Hattori Junko,Ichiban Ushiro no Daimaou,f,4951,http://cdn.myanimelist.net/images/characters/8/86647.jpg
755,Hattori Shizuka,Strike Witches,f,2194,
756,Hayami Kanade,Idolmaster Cinderella Girls,f,1555,
757,Hayashida Airi,Wake Up Girls!,f,779,
758,Hayashida Nana,Golden Time,f,2338,http://cdn.myanimelist.net/images/characters/13/259773.jpg
759,Hayashimo (Kantai Collection),Kantai Collection,f,509,
760,Hayasui (Kantai Collection),Kantai Collection,f,3173,
761,Heidimarie W Schnaufer,Strike Witches,f,3772,
762,Heinrike Prinzessin zu Sayn-Wittgenstein,Strike Witches,f,859,
763,Heles,Granblue Fantasy,f,3461,http://vignette1.wikia.nocookie.net/granblue/images/7/77/Heles_A.png/revision/latest/scale-to-width-down/600?cb=20160912201721
764,Helma Lennartz,Strike Witches,f,622,
765,Helmina Lent,Strike Witches,f,3063,
766,Hibari (Senran Kagura),Senran Kagura,f,3427,http://cdn.myanimelist.net/images/characters/14/192953.jpg
767,Hibiki (Kantai Collection),Kantai Collection,f,1381,http://cdn.myanimelist.net/images/characters/11/259363.jpg
768,Hidaka Ai,Idolmaster,f,1605,
769,Hiei (Aoki Hagane no Arpeggio),Aoki Hagane no Arpeggio,f,3783,
770,Hiei (Kantai Collection),Kantai Collection,f,4302,http://cdn.myanimelist.net/images/characters/10/264493.jpg
771,Hii-chan,Namiuchigiwa no Muromi-san,f,1333,
772,Hiiragi Inori,Lucky Star,f,2911,
773,Hiiragi Kagami,Lucky Star,f,1681,
774,Hiiragi Matsuri,Lucky Star,f,3003,
775,Hiiragi Noa,MM!,f,3013,http://cdn.myanimelist.net/images/characters/10/103712.jpg
776,Hiiragi Shinoa,Owari no Seraph,f,1518,https://myanimelist.cdn-dena.com/images/characters/6/285968.jpg
777,Hiiragi Tsukasa,Lucky Star,f,3481,
778,Hiiragi Yuzu,Yu-gi-oh!,f,1458,
779,Hijiri Byakuren,Touhou,f,2276,
780,Hikami Sumire,Aikatsu!,f,3473,
781,Hikari (pokemon),Pokemon,f,4910,http://cdn.myanimelist.net/images/characters/4/110073.jpg
782,Hikigaya Komachi,Oregairu,f,1626,http://cdn.myanimelist.net/images/characters/12/208819.jpg
783,Hilda (beelzebub),Beelzebub,f,3309,http://cdn.myanimelist.net/images/characters/12/115466.jpg
784,Himeji Mizuki,Baka to Test to Shoukanjuu,f,1233,http://cdn.myanimelist.net/images/characters/3/110667.jpg
785,Himejima Akeno,High School DxD,f,4070,http://cdn.myanimelist.net/images/characters/3/150013.jpg
786,Himekawa Yuki,Idolmaster Cinderella Girls,f,1695,
787,Himenokouji Akiko,OniAi,f,547,http://cdn.myanimelist.net/images/characters/5/184047.jpg
788,Himeragi Yukina,Strike the Blood,f,4927,http://cdn.myanimelist.net/images/characters/15/229815.jpg
789,Hinamori Amu,Shugo Chara!,f,2963,http://cdn.myanimelist.net/images/characters/10/61644.jpg
790,Hinanawi Tenshi,Touhou,f,3478,
791,Hinata Yukari,Yuyushiki,f,2869,http://cdn.myanimelist.net/images/characters/6/203493.jpg
793,Hiradaira Chisaki,Nagi no Asukara,f,2564,http://cdn.myanimelist.net/images/characters/7/224287.jpg
794,Hirasawa Ui,K-On!,f,2814,http://cdn.myanimelist.net/images/characters/7/79861.jpg
795,Hirasawa Yui,K-On!,f,1538,http://cdn.myanimelist.net/images/characters/11/75940.jpg
796,Hiratsuka Shizuka,Oregairu,f,1577,http://cdn.myanimelist.net/images/characters/9/282861.jpg
797,Hiro (hidamari sketch),Hidamari Sketch,f,3062,http://cdn.myanimelist.net/images/characters/15/38858.jpg
798,Hiruko Kohina,Black Bullet,f,3313,
799,Hiryuu (Kantai Collection),Kantai Collection,f,1627,http://cdn.myanimelist.net/images/characters/3/260385.jpg
800,Hisami Nanami,Wake Up Girls!,f,3828,
801,Hiyou (Kantai Collection),Kantai Collection,f,1321,
802,Holo,Spice and Wolf,f,1916,http://cdn.myanimelist.net/images/characters/16/284126.jpg
803,Homura (sekirei),Sekirei,f,1153,http://cdn.myanimelist.net/images/characters/15/109440.jpg
804,Honda Futayo,Kyoukaisenjou no Horizon,f,610,http://cdn.myanimelist.net/images/characters/4/170697.jpg
805,Honda Masazumi,Kyoukaisenjou no Horizon,f,3245,http://cdn.myanimelist.net/images/characters/8/176145.jpg
806,Honda Mio,Idolmaster Cinderella Girls,f,4319,
807,Honey (Space Dandy),Space Dandy,f,1958,http://cdn.myanimelist.net/images/characters/5/231169.jpg
808,Hong Meiling,Touhou,f,1279,
809,Honma Meiko,AnoHana,f,2401,http://cdn.myanimelist.net/images/characters/16/115711.jpg
810,Hori Yuuko,Idolmaster Cinderella Girls,f,4947,
811,Horizon Ariadust,Kyoukaisenjou no Horizon,f,3401,http://cdn.myanimelist.net/images/characters/9/176135.jpg
812,Hoshi Shouko,Idolmaster Cinderella Girls,f,4159,
813,Hoshii Miki,Idolmaster,f,4662,http://cdn.myanimelist.net/images/characters/13/194855.jpg
814,Hoshimiya Ichigo,Aikatsu!,f,4079,
815,Hoshimiya Kate,Sekai Seifuku,f,1792,http://cdn.myanimelist.net/images/characters/6/233469.jpg
816,Hoshizora Rin,Love Live!,f,4064,http://cdn.myanimelist.net/images/characters/14/196147.jpg
817,Hotaru (Splatoon),Splatoon,f,1868,
818,Hoto Cocoa,Gochuumon wa Usagi Desu ka?,f,616,https://myanimelist.cdn-dena.com/images/characters/11/242945.jpg
819,Hoto Mocha,Gochuumon wa Usagi Desu ka?,f,3619,https://myanimelist.cdn-dena.com/images/characters/15/293002.jpg
820,Hotogi Shirayuki,Hidan no Aria,f,2896,http://cdn.myanimelist.net/images/characters/11/239649.jpg
821,Hestia (Danmachi),DanMachi,f,565,https://myanimelist.cdn-dena.com/images/characters/16/285883.jpg
822,Aiz Wallenstein,DanMachi,f,3828,https://myanimelist.cdn-dena.com/images/characters/14/328382.jpg
823,Houjou Karen,Idolmaster Cinderella Girls,f,4809,
824,Houjou Sophie,Puri Para,f,1084,
825,Houjuu Nue,Touhou,f,3543,
826,Houraisan Kaguya,Touhou,f,4883,
827,Houshou (Kantai Collection),Kantai Collection,f,780,
828,Hozuki Ferrari,Galilei Donna,f,971,
829,Huang Baoling,Tiger & Bunny,f,4956,http://cdn.myanimelist.net/images/characters/3/113958.jpg
830,Huang Lingyin,Infinite Stratos,f,4701,http://cdn.myanimelist.net/images/characters/4/216585.jpg
831,Huberta von Bonin,Strike Witches,f,2890,
832,Hyuuga (Kantai Collection),Kantai Collection,f,3724,
833,Hyuuga Hinata,Naruto,f,4824,http://cdn.myanimelist.net/images/characters/6/278736.jpg
834,I-168 (Kantai Collection),Kantai Collection,f,4949,
835,I-19 (Kantai Collection),Kantai Collection,f,4229,
836,I-26 (Kantai Collection),Kantai Collection,f,1613,
837,I-400 (Aoki Hagane no Arpeggio),Aoki Hagane no Arpeggio,f,2032,
838,I-401 (Kantai Collection),Kantai Collection,f,4844,http://cdn.myanimelist.net/images/characters/12/278758.jpg
839,I-402 (Aoki Hagane no Arpeggio),Aoki Hagane no Arpeggio,f,539,
840,I-58 (Kantai Collection),Kantai Collection,f,3072,
841,I-8 (Kantai Collection),Kantai Collection,f,4226,
842,IA (Vocaloid),Vocaloid,f,1629,
843,Ibara Mayaka,Go! Princess Precure,f,1828,https://myanimelist.cdn-dena.com/images/characters/10/277888.webp
844,Ibaraki Kasen,Touhou,f,1666,
845,Ibuki Fuuko,Clannad,f,3913,http://cdn.myanimelist.net/images/characters/16/58749.jpg
846,Ibuki Suika,Touhou,f,1493,
847,Ichii Tooru,A-Channel,f,3043,http://cdn.myanimelist.net/images/characters/15/115115.jpg
848,Ichii Yui,Yuyushiki,f,3710,http://cdn.myanimelist.net/images/characters/15/205917.jpg
849,Ichijou Hotaru,Non Non Biyori,f,3321,http://cdn.myanimelist.net/images/characters/15/222839.jpg
850,Ichijou Yuuka,AKB0048,f,4133,
851,Ichinose Haru,Akuma no Riddle,f,3741,http://cdn.myanimelist.net/images/characters/4/264213.jpg
852,Ichinose Kaede,Aikatsu!,f,3202,
853,Ichinose Kotomi,Clannad,f,1313,http://cdn.myanimelist.net/images/characters/15/33494.jpg
854,Ichinose Nagi,Nyan Koi!,f,1900,http://cdn.myanimelist.net/images/characters/12/84998.jpg
855,Ifukube Yahiro,Yosuga no Sora,f,2519,http://cdn.myanimelist.net/images/characters/5/111148.jpg
856,Ikamusume,Shinryaku! Ika Musume,f,4344,http://cdn.myanimelist.net/images/characters/13/107764.jpg
857,Ikaros,Sora no Otoshimono,f,3358,http://cdn.myanimelist.net/images/characters/7/120790.jpg
858,Ikaruga (Senran Kagura),Senran Kagura,f,1637,http://cdn.myanimelist.net/images/characters/3/201085.jpg
859,Ikaruga Ayame,Asu no Yoichi!,f,1457,http://cdn.myanimelist.net/images/characters/15/50261.jpg
860,Ikaruga Chihaya,Asu no Yoichi!,f,605,http://cdn.myanimelist.net/images/characters/3/50787.jpg
861,Ikaruga Ibuki,Asu no Yoichi!,f,934,http://cdn.myanimelist.net/images/characters/8/67436.jpg
862,Ikazuchi (Kantai Collection),Kantai Collection,f,3298,http://cdn.myanimelist.net/images/characters/9/262013.jpg
863,Ikeda Chitose,Yuru Yuri,f,3941,http://cdn.myanimelist.net/images/characters/4/136395.jpg
864,Iki Hiyori,Noragami,f,4793,http://cdn.myanimelist.net/images/characters/7/295009.jpg
865,Ikkyuu Tensai,Ryuugajou Nanana no Maizoukin (TV),f,4497,http://cdn.myanimelist.net/images/characters/9/242623.jpg
866,Illyasviel von Einzbern,Fate (Series),f,3394,http://cdn.myanimelist.net/images/characters/6/31610.jpg
867,Imaizumi Kagerou,Touhou,f,3732,
868,Inaba Himeko,Kokoro Connect,f,989,http://cdn.myanimelist.net/images/characters/12/172239.jpg
869,Inagaki Mami,Strike Witches,f,4467,
870,Inami Mahiru,Working!!,f,2890,http://cdn.myanimelist.net/images/characters/16/86802.jpg
871,Inazuma (Kantai Collection),Kantai Collection,f,4643,http://cdn.myanimelist.net/images/characters/11/262015.jpg
872,Index,Toaru Majutsu no Index,f,3257,http://cdn.myanimelist.net/images/characters/16/46443.jpg
873,Inkling,Splatoon,f,2938,
874,Inoue Asebi,Ben-To,f,3610,http://cdn.myanimelist.net/images/characters/7/197735.jpg
875,Inoue Orihime,Bleach,f,1668,http://cdn.myanimelist.net/images/characters/12/97695.jpg
876,Inubashiri Momiji,Touhou,f,3414,
877,Inufusa Yuno,Strike Witches,f,3933,
878,Inui Sana,Mashiro-iro Symphony,f,4820,http://cdn.myanimelist.net/images/characters/14/136727.jpg
879,Inukai Isuke,Akuma no Riddle,f,3534,http://cdn.myanimelist.net/images/characters/10/240269.jpg
880,Io Euclase,Granblue Fantasy,f,1524,http://vignette1.wikia.nocookie.net/granblue/images/9/98/IoSSR_A.png/revision/latest/scale-to-width-down/600?cb=20160912220721
881,Iona,Aoki Hagane no Arpeggio,f,3371,
882,Iori Rinko,Gundam Build Fighters,f,2332,https://myanimelist.cdn-dena.com/images/characters/14/222117.jpg
883,Iowa (Kantai Collection),Kantai Collection,f,2751,
884,Irako (Kantai Collection),Kantai Collection,f,2882,
885,Irina Jelavic,Assassination Classroom,f,2797,
886,Iris (pokemon),Pokemon,f,4959,http://cdn.myanimelist.net/images/characters/2/102327.jpg
887,Irisviel von Einzbern,Fate (Series),f,4323,http://cdn.myanimelist.net/images/characters/15/112995.jpg
888,Isabelle du Monceau de Bergendal,Strike Witches,f,1935,
1028,Kinoshita Hinata,Idolmaster,f,1911,
1029,Kinoshita Ringo,No-Rin,f,3867,
889,Isadora Finnsdottir,Astarotte no Omocha!,f,1926,http://cdn.myanimelist.net/images/characters/11/150371.jpg
890,Isara Gunther,Valkyria Chronicles,f,1297,http://cdn.myanimelist.net/images/characters/15/119099.jpg
891,Ise (Kantai Collection),Kantai Collection,f,2660,
892,Isobe Noriko,Girls und Panzer,f,1727,
893,Isokaze (Kantai Collection),Kantai Collection,f,4652,
894,Isonami (Kantai Collection),Kantai Collection,f,1216,
895,Isone Kotoha,Yozakura Quartet,f,2821,http://cdn.myanimelist.net/images/characters/9/54144.jpg
896,Isshiki Iroha,Oregairu,f,3518,
897,Isurugi Mio,MM!,f,783,http://cdn.myanimelist.net/images/characters/5/102385.jpg
898,Isurugi Noe,True Tears,f,2154,http://cdn.myanimelist.net/images/characters/6/16563.jpg
899,Isuzu (Kantai Collection),Kantai Collection,f,3549,
900,Isuzu Hana,Girls und Panzer,f,4965,
901,Itsuka Kotori,Date A Live,f,1694,http://cdn.myanimelist.net/images/characters/16/211505.jpg
902,Itsumi Erika,Girls und Panzer,f,1771,
903,Iwasaki Shiho,Wake Up Girls!,f,779,
904,Iwasawa,Angel Beats!,f,1697,http://cdn.myanimelist.net/images/characters/12/117224.jpg
905,Izayoi Miku,Data A Live,f,4596,
906,Izayoi Riko,Mahoutsukai Precure!,f,1714,https://myanimelist.cdn-dena.com/images/characters/12/298215.jpg
907,Izayoi Sakuya,Touhou,f,3845,http://cdn.myanimelist.net/images/characters/7/17655.jpg
908,Izmir,Granblue Fantasy,f,3946,
909,Izumi Curtis,Fullmetal Alchemist,f,1420,http://cdn.myanimelist.net/images/characters/5/85257.jpg
910,Izumi Kyouka (Bungou Stray Dogs),Bungou Stray Dogs,f,1510,https://myanimelist.cdn-dena.com/images/characters/10/306939.jpg
911,Izumi Reina,Musaigen no Phantom World,f,1376,https://myanimelist.cdn-dena.com/images/characters/4/290365.jpg
912,Kousaka Reina,Hibike! Euphonium,f,1737,https://myanimelist.cdn-dena.com/images/characters/16/317352.jpg
913,Oumae Kumiko,Hibike! Euphonium,f,1020,https://myanimelist.cdn-dena.com/images/characters/8/280130.jpg
914,Miyamizu Mitsuha,Kimi no Na wa.,f,981,https://myanimelist.cdn-dena.com/images/characters/6/306631.jpg
915,Jacqueline (Show By Rock!!),Show By Rock!!,f,1761,
916,Jacqueline Baumgold,Dragonaut,f,2270,http://cdn.myanimelist.net/images/characters/7/30487.jpg
917,Jakuzure Nonon,Kill la Kill,f,3667,http://cdn.myanimelist.net/images/characters/16/285556.jpg
918,Jeanne d'Arc (Hidan no Aria),Hidan no Aria,f,990,http://cdn.myanimelist.net/images/characters/2/148927.jpg
919,Jennifer Satou,[C] - CONTROL,f,647,http://cdn.myanimelist.net/images/characters/12/114633.jpg
920,Jibril (No Game No Life),No Game No Life,f,1947,http://cdn.myanimelist.net/images/characters/12/248121.jpg
921,Jintsuu (Kantai Collection),Kantai Collection,f,1306,http://cdn.myanimelist.net/images/characters/5/257479.jpg
922,Jinx (League of Legends),League of Legends,f,4124,
923,Johanna Wiese,Strike Witches,f,3284,
924,Jougasaki Mika,Idolmaster Cinderella Girls,f,2287,
925,Jougasaki Rika,Idolmaster Cinderella Girls,f,2665,
926,Joy (pokemon),Pokemon,f,4694,http://cdn.myanimelist.net/images/characters/14/215001.jpg
927,Julia (idolmaster),Idolmaster,f,4846,
928,Julis-Alexia von Riessfeld,Gakusen Toshi Asterisk,f,3592,http://cdn.myanimelist.net/images/characters/14/293702.jpg
929,Jun'you (Kantai Collection),Kantai Collection,f,2887,http://img2.wikia.nocookie.net/__cb20130901123536/kancolle/images/d/df/066.jpg
930,Junko (Touhou),Touhou,f,1546,
931,Junsaa (Pokemon),Pokemon,f,1744,http://cdn.myanimelist.net/images/characters/16/84019.jpg
932,Juvia Lockser,Fairy Tail,f,4505,http://cdn.myanimelist.net/images/characters/12/262225.jpg
933,Kaburagi Kaede,Tiger & Bunny,f,1368,http://cdn.myanimelist.net/images/characters/7/120139.jpg
934,Kadomaru Misa,Strike Witches,f,959,
935,Kadotani Anzu,Girls und Panzer,f,2950,
936,Kaenbyou Rin,Touhou,f,2300,
937,Kafuu Chino,Gochuumon wa Usagi Desu ka?,f,2541,http://cdn.myanimelist.net/images/characters/16/244251.jpg
938,Kaga (Kantai Collection),Kantai Collection,f,4160,http://cdn.myanimelist.net/images/characters/3/240535.jpg
939,Kaga Kouko,Golden Time,f,4288,http://cdn.myanimelist.net/images/characters/8/221317.jpg
941,Kagari Ayaka,Witch Craft Works,f,4552,http://cdn.myanimelist.net/images/characters/14/232453.jpg
942,Kagerou (Kantai Collection),Kantai Collection,f,3741,
943,Kagura,Gintama,f,4435,http://cdn.myanimelist.net/images/characters/2/245933.jpg
944,Kajou Ayame,Shimoseka,f,3410,http://cdn.myanimelist.net/images/characters/5/290512.jpg
945,Kako (Kantai Collection),Kantai Collection,f,1863,
946,Kallen Stadtfeld,Code Geass,f,3307,http://cdn.myanimelist.net/images/characters/8/31533.jpg
947,Kamazuki Suzuno,Hataraku Maou-sama!,f,1643,http://cdn.myanimelist.net/images/characters/7/206525.jpg
948,Kamijou Haruna,Idolmaster Cinderella Girls,f,2619,
949,Kamikaze (Kantai Collection),Kantai Collection,f,1996,
950,Kamiki Izumo,Ao no Exorcist,f,1419,http://cdn.myanimelist.net/images/characters/16/159265.jpg
951,Kamikita Komari,Little Busters!,f,1612,http://cdn.myanimelist.net/images/characters/4/178963.jpg
952,Kamiya Nao,Idolmaster Cinderella Girls,f,1467,
953,Kamizaki Risa,Amagami SS,f,3524,http://cdn.myanimelist.net/images/characters/9/107119.jpg
954,Kaname Junko,Mahou Shoujo Madoka Magica,f,4390,
955,Kaname Madoka,Puella Magi Madoka Magica,f,4993,http://cdn.myanimelist.net/images/characters/6/139487.jpg
1355,Mononobe no Futo,Touhou,f,2778,
956,Kanbaru Suruga,Monogatari (Series),f,1856,http://cdn.myanimelist.net/images/characters/11/222449.jpg
957,Kanna Kamui,Kobayashi-san Chi no Maid Dragon,f,1894,https://myanimelist.cdn-dena.com/images/characters/7/322911.jpg
958,Kannagi Miyabi,"Kono Naka ni Hitori, Imouto ga Iru!",f,3585,
959,Kanno Naoe,Strike Witches,f,2868,
960,Kanoe Yuuko,Tasogare Otome x Amnesia,f,1017,http://cdn.myanimelist.net/images/characters/16/164633.jpg
961,Kanzaki H Aria,Hidan no Aria,f,3428,http://cdn.myanimelist.net/images/characters/7/113250.jpg
962,Kanzaki Kaori,Toaru Majutsu no Index,f,2988,http://cdn.myanimelist.net/images/characters/13/77130.jpg
963,Kanzaki Mitsuki,ImoCho,f,2758,
964,Kanzaki Mizuki,Aikatsu!,f,1618,
965,Kanzaki Ranko,Idolmaster,f,1717,
966,Kanzaki Suzuko,AKB0048,f,1543,
